STRUCNUM,Common_EN_List,Number_of_common_elements
22272 000 00000,"(12, 104, 215, 306, 310, 331)",6
22300 000 00000,"(12, 104, 215, 306, 310, 331)",6
22301 000 00000,"(12, 107, 215, 300, 310, 331, 515)",7
22302 000 00000,"(12, 104, 215, 306, 310, 331)",6
22310 000 00000,"(215, 310, 510)",3
22314 045 01179,"(12, 109, 215, 306, 330, 515)",6
22315 053 00075,"(215, 306, 310, 330, 510, 515)",6
22316 007 00165,(),0
223170019001415,"(215, 306, 310, 331, 510)",5
22320 022I00401,"(241,)",1
22322 022I00515,"(241,)",1
22324 380 00011,"(12, 104, 215, 306, 310, 331)",6
22325 000 00000,"(215, 310, 330, 510, 515)",5
22333 550 00006,"(12, 107, 215, 300, 301, 310, 330, 515)",8
22338 882 00050,"(215, 330, 510)",3
22339 047 06338,"(13, 109, 215, 331)",4
22340 000 00418,"(240,)",1
22348 000 00000,"(16, 104, 215, 310, 330, 510, 515)",7
22349 000 00000,"(220, 241)",2
22351 000 00000,"(38, 215, 220, 330, 510, 515)",6
22355 000 00000,"(12, 104, 215, 310, 330, 515)",6
22356 000 00050,"(12, 109, 215, 301, 310, 331, 510)",7
22357 555 00007,"(215, 510)",2
22358 C11400047,"(30, 107, 215, 310, 330, 510, 515)",7
22364 009 06555,"(12, 104, 155, 205, 215, 234, 302, 310, 331)",9
22383 000 00045,"(12, 16, 104, 215, 310, 331, 510)",7
22384 C74 00100,"(215, 306, 330, 510, 515)",5
22385 091 10368,"(215, 306, 310, 331)",4
22386 000 00000,"(215, 234, 306, 310, 330, 510, 515)",7
22388 046 00058,"(240, 515)",2
22389 047 00364,"(16, 109, 205, 215, 234, 306, 331, 510)",8
22390 000 00148,"(240, 515)",2
22391 000 00120,"(220, 240, 515)",3
22402 000 00005,"(215, 310, 330, 510, 515)",5
22419 034 00162,"(38, 215, 306, 310, 331, 510)",6
22421 C30700016,"(30, 107, 219, 225, 310, 330, 510, 515)",8
22422C011000011,"(30, 107, 219, 225, 310, 330, 510, 515)",8
22427 000 00000,"(215, 306, 310, 331, 510)",5
22430 045 02150,"(12, 109, 215, 306, 310, 331)",6
22431 045 02510,"(12, 109, 215, 306, 310, 331)",6
22437 118 00770,"(215, 306, 310, 330, 510)",5
22441 000 00000,"(215, 306, 310, 331, 510)",5
22448 048 00623,"(241,)",1
22449 048 01100,"(240, 515)",2
22452 000 00000,"(12, 31, 111, 206, 216, 225, 228, 231, 235, 306)",10
22453 000 00000,"(215, 225, 227, 234, 305, 310)",6
22454 000900750,"(16, 109, 215, 306, 330, 510, 515)",7
22465 000 00021,"(16, 104, 215, 306, 310, 330, 510, 515)",8
22471 000 00067,"(215, 306, 330, 510, 515)",5
22486 000 00010,"(12, 107, 215, 310, 330, 515)",6
22491 009 24404,"(215, 301, 306, 310, 330, 510, 515)",7
22492 009 24404,"(215, 301, 306, 310, 330, 510, 515)",7
22501 000 00000,"(30, 107, 215, 306, 310, 330, 510, 515)",8
22502 000 00000,"(30, 107, 215, 306, 310, 330, 510, 515)",8
22504 000 00229,"(31, 107, 215, 313, 330, 515)",6
22507 000 01450,"(240,)",1
22516 002 01737,"(12, 104, 215, 310)",4
22517 002 01737,"(12, 104, 215, 310, 331)",5
22519030AS02609,"(16, 105, 205, 215, 234, 306, 310, 330, 331, 510, 515)",11
22520_073100070,"(215, 306, 310, 330, 510, 515)",6
22523030AZ02569,"(16, 110, 205, 215, 234, 306, 310, 331, 510)",9
22533 091 05106,"(12, 104, 215, 306, 310, 331)",6
22534 091 04975,"(241, 330, 515)",3
22538 042 00039,"(12, 109, 215, 227, 234, 300, 306, 310, 331)",9
22539 D63 00005,"(16, 104, 215, 306, 331, 510)",6
22541 020 02223,"(12, 215, 306, 310, 331)",5
22543 100 07210,"(109, 215, 306, 331, 510)",5
22544 38 285,"(16, 109, 215, 306, 331, 510)",6
22545 874 00010,"(215, 310, 330, 510, 515)",5
22549 036700319,"(215, 306, 310, 331, 510)",5
22550 000 00081,"(240,)",1
22551 000 00046,"(215, 306, 310, 331, 510)",5
22562 102 06979,"(215, 306, 310, 330, 510, 515)",6
22565 000 00000,"(215, 306, 330, 510, 515)",5
22566 006 27051,"(241,)",1
22568 091 05440,"(12, 104, 215, 306, 310, 331)",6
22570 002 04124,"(16, 110, 215, 227, 234)",5
22571 000 00040,"(109, 205, 215, 234, 306, 310, 331, 510)",8
22576 004 07504,"(12, 104, 215, 225, 234, 306, 310, 331)",8
22577 983 00001,"(12, 113, 120, 152, 205, 215, 234, 302, 304, 310, 330, 331)",12
22599072AD00506,"(16, 104, 205, 215, 234, 310, 331, 510)",8
226005226000020,"(12, 107, 215, 311, 331, 510, 515)",7
22602 000 00008,"(16, 109, 215, 306, 310, 331, 510)",7
22604 006 27087,(),0
22612 000 00015,"(215, 306, 310, 332, 510)",5
22614 000 01560,"(215, 306, 310, 330, 510, 515)",6
22626 000 00000,"(219, 225, 306, 310, 330, 510, 515)",7
22627 045 01643,"(12, 107, 205, 215, 234, 301, 303, 310, 311, 330, 515)",11
22628 000 00000,"(219, 225, 306, 330, 510, 515)",6
22629 000 00000,"(215, 306, 310, 331, 510)",5
22634 508 00620,"(220, 241)",2
22642 000 00000,"(104, 215, 306, 310, 330, 510)",6
22654 009 08292,"(38, 215, 306, 310, 330, 510, 515)",7
22663 000 00018,"(38, 215, 306, 310, 330, 510, 515)",7
22664 000 00015,"(38, 215, 306, 310, 330, 510, 515)",7
22686 000 00014,"(16, 104, 215, 306, 310, 330, 510)",7
22688 483 04675,"(12, 107, 205, 215, 234, 305, 310, 331, 515)",9
22704 000 00000,"(306, 312, 330, 510, 515)",5
22718 032 01133,"(15, 109, 215, 225, 301, 310, 330, 510, 515)",9
22726_903_00000,"(219, 225, 306, 310, 330, 515)",6
22730 000 00046,"(215, 301, 310, 330, 521)",5
22746 000 00000,"(13, 215, 228, 235, 306, 330, 515)",7
22747 000 00000,"(12, 13, 225, 226, 228, 234, 235, 306, 310, 330, 515)",11
22748 000 00000,"(219, 306, 310, 330, 510, 515)",6
22749 000 00000,"(219, 225, 306, 310, 330, 510, 515)",7
22750 000 00489,"(104, 215, 306, 310, 331, 510)",6
22756 883 00081,"(219, 225, 306, 310, 330, 510, 515)",7
22757 004 18013,"(12, 215, 306, 331)",4
22758 451 00320,"(215, 306, 310, 330, 510, 515)",6
22760 000 00000,"(12, 107, 215, 304, 311, 313, 330, 515)",8
22761 000 00000,"(12, 107, 205, 220, 304, 311, 313, 330, 515)",9
22864 000 00141,"(215, 306, 310, 330, 510, 515)",6
22877 000 00000,"(12, 109, 215, 306, 331)",5
22967 000 00000,"(12, 107, 215, 301, 306, 310, 331, 515)",8
22C02 000100118,"(215, 226, 234, 306, 331, 510)",6
22C06 001700409,"(228, 306, 330, 510, 515)",5
22C07 001700425,"(215, 220, 306, 330, 510, 515)",6
22C08 036700319,"(16, 110, 210, 215, 220, 225, 235, 330, 510, 515)",10
22C09 001101129,"(219, 225, 228, 330, 510, 515)",6
23031 100 00042,"(12, 107, 215, 330, 510, 515)",6
23057 000 00000,"(12, 215, 225, 234, 310, 330, 331, 510, 515)",9
23058 000 00000,"(12, 38, 215, 225, 234, 304, 306, 310, 330, 510, 515)",11
23059 000 00000,"(38, 215, 225, 234, 310, 330, 510, 515)",8
23060 000 00000,"(12, 215, 225, 234, 304, 306, 310, 330, 510, 515)",10
23062 000 00000,"(215, 225, 234, 310, 330, 510)",6
23064 000 00000,"(12, 215, 225, 234, 304, 306, 310, 330, 510, 515)",10
23095 000 00347,"(220, 240, 515)",3
23099 062900107,"(31, 117, 135, 156, 210, 215, 220, 225, 234, 304, 306, 332, 510)",13
231000410702557,"(215, 306, 310, 330, 510, 515)",6
23171 000 00000,"(241, 330, 510)",3
23172 000 00000,"(240, 515)",2
23235144CD00285,"(12, 104, 215, 225, 234, 306, 330, 515)",8
23237 000 00000,(),0
23245 035 00377,"(104, 215, 306, 310, 331, 510)",6
23253 000 01241,"(215, 306, 310, 330, 331, 510, 515)",7
23254 000 01308,"(12, 215, 306, 310, 331, 510)",6
23265 035 03557,"(12, 109, 215, 301, 310, 331)",6
23270 174 00791,"(215, 306, 310, 330, 510, 515)",6
23273 730 01317,"(215, 220, 306, 310, 331, 510)",6
23294 000 00001,"(13, 215, 306, 310, 331)",5
23295 000 00000,"(12, 109, 215, 331)",4
23307 000 00042,"(215, 306, 310, 331, 510)",5
23315 458A00000,"(215, 306, 310, 331, 510)",5
23324069AQ01069,"(12, 109, 205, 215, 234, 302, 310, 331)",8
23402 000 00072,"(215, 310, 330, 510, 515)",5
235305235300010,"(215, 310, 330, 510, 515)",5
23577 000 00038,"(241,)",1
23743 019 15235,"(241,)",1
23747 501 00186,"(215, 306, 310, 330, 510)",5
23827 C12300119,"(240, 515)",2
23830 000 00000,"(215, 306, 330, 510, 515)",5
23831 000 00000,"(12, 104, 215, 306, 330, 510, 515)",7
23832 000 01070,"(220, 240)",2
23837 242 01203,"(12, 109, 215, 306, 331)",5
23838A020B00490,"(104, 215, 306, 310, 331, 510)",6
23839 000 00250,"(215, 306, 310, 510)",4
23840 000 00590,"(104, 215, 306, 310, 330, 515)",6
23841 000 00880,"(215, 225, 306, 510)",4
23842 000 00980,"(215, 306, 310)",3
23843 000 01460,"(215, 306, 310, 510)",4
23845 000 00031,"(30, 107, 215, 330, 510, 515)",6
23846 000 00460,"(510,)",1
23850 063 01103,"(12, 104, 215, 301, 310, 331)",6
23853 000 00000,"(210, 215, 306, 310, 330, 510, 515)",7
23854 000 00000,"(215, 306, 310, 331)",4
23858 000 00032,"(215, 225, 310, 330, 510, 515)",6
23859 104400117,"(38, 215, 306, 310, 330, 510, 515)",7
23871 153 00588,"(12, 107, 205, 215, 234, 301, 310, 330, 515)",9
23872144AW00299,"(16, 105, 205, 210, 215, 234, 302, 310, 330, 515)",10
23873144AY00304,"(16, 104, 105, 205, 210, 215, 234, 302, 310, 330, 515)",11
23874144AP00244,"(12, 16, 104, 105, 205, 210, 215, 234, 302, 306, 310, 330, 510, 515, 521)",15
23875144AR00249,"(16, 105, 205, 210, 215, 234, 302, 306, 310, 330, 510, 515, 521)",13
23877 010 04583,"(12, 107, 215, 227, 234, 300, 303, 310, 330, 515)",10
23879 000 00000,"(16, 109, 215, 301, 310, 331, 510)",7
23880 118 00388,"(215, 306, 310, 331, 510)",5
23881 000 00000,"(12, 107, 205, 234, 303, 310, 331, 515)",8
23883A070400020,"(215, 306, 310, 330, 510)",5
23884 000 00000,"(109, 215, 306, 310, 331, 510)",6
23885 000 00000,"(215, 306, 310, 330, 510, 515)",6
23887 000 00000,"(240, 515)",2
23888 857 00014,"(215, 306, 331, 510)",4
23890 041 06505,"(12, 109, 215, 310, 331)",5
23897 000 00000,"(38, 215, 310, 330, 510, 515)",6
23898 341 04512,"(241,)",1
23899 000 00037,"(31, 111, 156, 216, 228, 235, 332)",7
23903 065100065,"(38, 215, 306, 310, 330, 510, 515)",7
23904 000 00465,"(104, 215, 306, 310, 331, 510)",6
23905 000 02510,"(215, 306, 310, 330, 510, 515)",6
23906 000 02610,"(220, 241)",2
23911 000 00647,"(220, 241)",2
23912 000 09119,"(210, 215, 306, 310, 330, 510)",6
23918 002600327,"(12, 109, 215, 301, 306, 310, 331)",7
23919 053 06907,"(241,)",1
23921 000 00105,"(215, 306, 310, 330, 510, 515)",6
23923 038 00740,"(16, 109, 215, 306, 310, 331, 510)",7
23924 072 00115,"(215, 306, 310, 330, 510, 515)",6
23925 218 00008,"(16, 109, 215, 306, 310, 331, 510)",7
23931 004 15433,"(12, 104, 215, 306, 310, 331)",6
23932 004 15433,"(12, 104, 215, 306, 310, 331)",6
23937 038800108,"(12, 107, 205, 215, 234, 300, 310, 331, 515)",9
23948 61901 013,"(215, 330, 510)",3
23949 657 00008,"(104, 219, 225, 231, 306, 313, 330, 515)",8
23950 871 00574,"(215, 306, 310, 331, 510)",5
23952A067600051,"(215, 310, 331, 510)",4
23953 828 00000,"(30, 107, 219, 225, 306, 310, 330, 510, 515)",9
23954 229 00568,"(38, 215, 301, 310, 330, 510, 515)",7
23961 102 08265,"(38, 215, 306, 331, 510)",5
23963 000 00037,"(15, 104, 215, 310, 331, 510)",6
23964 000 00028,"(15, 104, 219, 225, 306, 310, 330, 510, 515)",9
23965 167 00072,"(12, 107, 205, 215, 234, 300, 310, 331)",8
23973 000 00000,"(215, 220, 306, 310, 331, 510)",6
23974 218 00015,"(104, 215, 306, 310, 330, 510, 515)",7
23975C120800016,"(220, 241, 510)",3
23987 000 00000,"(15, 109, 215, 306, 310, 331, 510)",7
23990C120800037,"(215, 306, 310, 330, 510)",5
23991C099200093,"(12, 215, 301, 306, 310, 331)",6
23992099200009,"(12, 215, 301, 306, 310, 331)",6
23B001    015,"(31, 111, 216, 228, 235, 330, 332, 510, 515)",9
23B003000000000,"(38, 215, 331, 510)",4
23B004000000000,"(215, 330, 510)",3
23B005000000000,"(215, 226, 330, 510, 515)",5
23B006000000000,"(31, 111, 215, 332, 510)",5
23B007000000000,"(31, 111, 216, 228, 332, 510)",6
23B008000000000,"(31, 111, 216, 228, 332, 510)",6
23B010000000000,"(219, 225, 310, 330, 510, 515)",6
23C011001 00010,"(30, 113, 120, 152, 205, 215, 234, 304, 311, 313, 330, 510, 515)",13
23C041004 00740,"(16, 109, 215, 330, 515)",5
23C151015 02602,"(16, 109, 210, 215, 220, 310, 330, 515)",8
23C181018 00470,"(12, 107, 215, 220, 330, 510, 515)",7
23C182018 00600,"(12, 107, 215, 220, 330, 510, 515)",7
23C202020 01610,"(12, 109, 205, 215, 234, 310, 331)",7
23C203020 02230,"(215, 310, 331, 510)",4
23C241 000 0040,"(16, 110, 205, 330, 515)",5
23C242 0000 620,"(215, 310, 330, 510, 515)",5
23C251025 00220,"(215, 225, 310, 330, 515)",5
23C291029 00050,"(12, 30, 113, 120, 152, 210, 215, 220, 306, 311, 313, 330, 510, 515)",14
23C311031 00001,"(16, 109, 215, 220, 330, 515)",6
23C371037 00020,"(31, 107, 156, 215, 332, 515)",6
23C441044 00002,"(12, 120, 152, 215, 311, 313, 330, 510, 515)",9
23C442044 00030,"(31, 111, 215, 332)",4
23C451045 00030,"(30, 113, 120, 152, 162, 215, 306, 311, 313, 330, 510, 515)",12
23C481048 00020,"(16, 110, 205, 330, 510, 515)",6
23C482048 00043,"(16, 110, 210, 215, 220, 330, 510, 515)",8
23C571057 00030,"(38, 120, 152, 162, 215, 311, 313, 330, 515)",9
23C601060 00650,"(30, 107, 215, 220, 310, 330, 510, 515)",8
23C611061 00580,"(16, 110, 215, 220, 331, 510)",6
23C701070 00010,"(38, 120, 152, 215, 311, 313, 330, 510, 515)",9
24002 000 00001,"(38, 215, 306, 310, 332, 510)",6
24004 060 01083,"(12, 104, 215, 301, 310, 330, 515)",7
24006 060 01221,"(12, 104, 215, 301, 310, 330, 515)",7
24007C250100129,"(109, 215, 306, 310, 331, 510)",6
24010 211 00160,"(38, 215, 310, 330, 510, 515)",6
24011 000 00004,"(38, 215, 225, 234, 301, 330, 510)",7
24012 000 00007,"(241,)",1
24019 000 00000,"(215, 332, 510)",3
24020 060401080,"(38, 215, 225, 234, 301, 331, 515)",7
24021 270 00058,"(220, 240, 515)",3
24025 047 04563,"(12, 107, 215, 301, 310, 331, 515)",7
24045C85700180,"(215, 310)",2
24046 000 00007,"(215, 310, 331)",3
24047052000741,"(241, 306, 510)",3
24051 000 00119,"(38, 215, 301, 306, 310, 331, 510)",7
24052 000 00000,"(104, 310, 331, 510)",4
24053 001400304,"(241,)",1
24056 000 00380,"(215, 330, 510)",3
24058 000 00000,"(38, 215, 306, 310, 330, 510, 515)",7
24061C040900789,"(30, 107, 219, 225, 310, 330, 510, 515)",8
24064 000 00875,"(38, 219, 225, 310, 331)",5
24065 000 00239,"(38, 215, 306, 330, 515)",5
24068002100094,"(215, 306, 310, 330, 510, 515)",6
24069 000 00010,"(215, 306, 310, 330, 510, 515)",6
24071C012100206,"(30, 107, 219, 225, 310, 330, 510, 515)",8
24074 241 00090,"(215, 306, 330, 510, 515)",5
24087 000 00001,"(515,)",1
24107 001201040,"(16, 115, 215, 306, 316, 331, 510)",7
24120 000 00007,"(215, 306, 310, 330, 510, 515)",6
241291257 00099,"(16, 104, 215, 306, 310, 331, 510)",7
241300060000722,"(30, 107, 219, 225, 306, 310, 330, 515)",8
24132 748 00013,"(215, 310, 331)",3
24133 564 00094,"(215, 310, 331)",3
24134 000 00003,"(220, 240)",2
24137 300 05167,"(15, 109, 215, 227, 306, 310, 330, 510, 515)",9
24141 001 29604,"(38, 110, 215, 310, 330)",5
24142 481 00026,"(38, 215, 306, 310, 330, 515)",6
24143 C11500002,"(30, 107, 219, 225, 306, 310, 330, 510, 515)",9
24145 000 01740,"(38, 215, 306, 310, 331, 510)",6
24147 000 00107,"(12, 109, 215, 301, 331)",5
24156 000 00000,"(38, 225, 231, 304, 310, 330, 510, 515)",8
24178 135 00007,"(30, 113, 120, 152, 162, 219, 225, 301, 310, 330, 510, 515)",12
24189 000 00002,"(54, 107, 152, 215, 330, 515)",6
242005242000010,"(12, 111, 215, 330, 510, 515)",6
242040118400011,"(240, 515)",2
24211 000 00152,"(241,)",1
24212 160 01586,"(241,)",1
24216 000 00150,"(38, 215, 310, 331)",4
24217 000 00880,"(38, 215, 306, 310, 330, 510, 515)",7
24219 047 00822,"(16, 109, 215, 306, 310, 330, 510, 515)",8
24240 004 13410,"(12, 109, 215, 306, 310, 330, 331, 515)",8
24241 603 00106,"(38, 215, 306, 331, 510)",5
24248 621 00325,"(38, 215, 306, 310, 331)",5
24260004DV13528,"(15, 104, 215, 306, 330, 515)",6
24261 004 13404,"(12, 109, 215, 306, 310, 330, 331, 515)",8
24285 C42 00350,"(38, 215, 306, 310, 330, 510, 515)",7
24286 381400099,"(38, 215, 306, 310, 330, 510, 515)",7
24288 333500000,"(241, 330, 515)",3
24305 089 00270,"(38, 218, 306, 330, 510, 515)",6
24310 124 00908,"(104, 215, 306, 310, 330, 510, 515)",7
24317 007 00030,"(38, 215, 306, 310, 331, 510)",6
24319 073000740,"(38, 215, 306, 310, 330, 510, 515)",7
24320 073000082,"(38, 215, 306, 310, 331, 510)",6
24321 045400947,"(240, 515)",2
24322 000 00025,"(241,)",1
24326 000 00000,"(12, 104, 215, 306, 310, 331)",6
24327 000 00000,"(12, 104, 215, 301, 306, 310, 330, 331, 515)",9
243490043 00141,"(15, 109, 215, 306, 310, 331, 510)",7
24355 861200063,"(15, 109, 215, 306, 310, 330, 515)",7
24366 000 00053,"(220, 240, 515)",3
24367 000 00027,"(220, 240, 515)",3
24368 000 00038,"(220, 240, 515)",3
24369 000 00004,"(220, 243)",2
24370 000 00371,"(241, 330, 510)",3
243705243700017,"(12, 107, 215, 311, 330, 515)",6
24371 000 00000,"(240, 515)",2
24372 773 00120,"(38, 216, 330)",3
24373 000 00002,"(38, 215, 306, 310, 331, 510)",6
24374 000 00000,"(38, 215, 310, 331)",4
24375 000 00000,"(15, 109, 215, 306, 310, 331, 510)",7
24376 405200215,"(38, 215, 306, 316, 330, 510, 515)",7
244007244000023,"(215, 310, 330, 510, 515)",5
244010244000070,"(215, 310, 330, 510, 515)",5
244705244700015,"(12, 107, 215, 311, 330, 510, 515)",7
246105246100012,"(31, 111, 210, 215, 330, 510, 515)",7
24T03 000000000,"(16, 105, 210, 215, 300, 310, 330, 515)",8
25128A0025B128A,"(38, 105, 107, 110, 215, 225, 231, 234, 302, 515)",10
25128B0025B128B,"(38, 202, 215, 302, 330, 331, 515)",7
25128C0025B128C,"(38, 202, 215, 301, 302, 331, 515)",7
25128D0025B128D,"(38, 225, 302, 331, 515)",5
25128E0025B128E,"(38, 152, 202, 302, 306, 515)",6
25A03 C140 0707,"(31, 111, 216, 228, 330, 510, 515)",7
25A09 C14000786,"(31, 111, 216, 228, 332, 510)",6
25A10 C14000794,"(31, 111, 216, 228, 332, 510)",6
25A11 C13801520,"(31, 111, 216, 228, 332)",5
25A14 C13800153,"(31, 111, 215, 332, 510)",5
25A18 C13800060,"(31, 111, 216, 228, 332, 510)",6
25A26 C12100150,"(12, 110, 216, 228, 235, 331, 510)",7
25A28 C12100206,"(31, 111, 216, 228, 235, 332, 510)",7
25A32 C12000052,"(215, 310, 330, 510, 515)",5
25A42 C12500257,"(215, 310, 330, 510, 515)",5
25A46 C12900203,"(31, 111, 216, 228, 332, 510)",6
25A48 C13400010,"(31, 111, 216, 228, 235, 332, 510)",7
25A49 C11700050,"(215, 310, 330, 510, 515)",5
25A54 C11600106,"(31, 111, 216, 228, 235, 332, 510)",7
25A55 C11500002,"(31, 111, 216, 228, 332, 510)",6
25A63 C13000026,"(31, 111, 216, 228, 235, 332, 510)",7
25A70 C11000110,"(31, 111, 216, 228, 235, 332, 510)",7
25A71 C11000122,"(31, 111, 216, 228, 235, 332, 510)",7
25A72 C10800175,"(31, 111, 216, 228, 330, 510, 515)",7
25A74 C10800315,"(31, 111, 216, 228, 330, 510, 515)",7
25B01 000 00136,"(38, 205, 215, 234, 305, 306, 331, 510)",8
25B023 00 00000,"(215, 306, 330, 510, 515)",5
25B024 00 00000,"(215, 306, 330, 510, 515)",5
25B05 000 00000,"(205, 215, 234, 306, 332, 510)",6
25B06 000 00062,"(16, 110, 155, 205, 215, 234, 301, 311, 331, 510)",10
25B07 000 00230,"(16, 110, 155, 202, 330, 510, 515)",7
25B08 000,"(215, 225, 234, 306, 310, 510, 515)",7
25B10 000 00004,"(12, 109, 205, 215, 234, 305, 306, 310)",8
25B105000 00000,"(12, 109, 113, 152, 205, 215, 234, 302, 310, 330, 515)",11
25B112000000000,"(215, 225, 301, 306, 310, 330, 510, 515)",8
25B113000000000,"(215, 306, 310, 330, 510, 515)",6
25B12 000 00020,"(16, 38, 104, 110, 155, 205, 215, 234, 306, 310, 311, 330, 510, 515)",14
25B128000000000,"(12, 107, 205, 215, 234, 306, 310, 331, 510, 515)",10
25B13 000 00147,"(12, 109, 110, 215, 306, 312, 331)",7
25B136000000000,"(16, 104, 210, 215, 301, 310, 330, 510, 515)",9
25B137000000000,"(104, 215, 306, 310, 330, 510, 515)",7
25B138000000000,"(215, 306, 310, 331, 510)",5
25B14 000,"(38, 110, 144, 155, 205, 215, 301, 311, 330, 510, 515)",11
25B15 000 00001,"(30, 107, 113, 120, 152, 202, 215, 220, 231, 306, 310, 311, 313, 330, 510, 515)",16
25B151000 00000,"(241,)",1
25B17 000,"(38, 110, 210, 215, 331, 510)",6
25B18 000,"(38, 110, 210, 215, 306, 331, 510)",7
25B33 000 00000,"(16, 38, 110, 116, 155, 205, 215, 234, 330, 510, 515)",11
25B34 000,"(16, 110, 210, 215, 330, 510, 515)",7
25B35 000,"(12, 110, 205, 332, 510)",5
25B36 000 00119,"(16, 110, 116, 144, 155, 205, 215, 234, 301, 306, 311, 331, 510)",13
25B38 000 00056,"(16, 110, 155, 215, 310, 331, 510)",7
25B41 000 00098,"(16, 38, 110, 155, 205, 210, 215, 234, 330, 510, 515)",11
25B42 000 00030,"(16, 110, 215, 331, 510)",5
25B47 000,"(217, 306, 310, 510)",4
25B48 000,"(215, 306, 310, 510)",4
25B51 000,"(16, 109, 215, 302, 310, 330, 515)",7
25B53 000,"(215, 306, 331, 510)",4
25B55 000,"(109, 215, 301, 310, 330, 515)",6
25B56 000 00001,"(241, 331)",2
25B57 000,"(12, 107, 152, 217, 306, 311, 313, 330, 515)",9
25B58 000,"(38, 215, 301, 331)",4
25B69 000 00000,"(109, 205, 215, 234, 302, 306, 310, 330, 331, 510, 515)",11
25B70 000 00000,"(215, 301, 306, 310, 330, 510, 515)",7
25B77 000  B-77,"(16, 110, 205, 215, 306, 510)",6
25C01 C40500350,"(30, 111, 216, 228, 330, 510, 515)",7
25C04 C404 1345,"(31, 111, 216, 228, 235, 330, 510, 515)",8
25C06 C40402262,"(31, 111, 216, 228, 330, 510, 515)",7
25C10 C40900104,"(31, 111, 216, 228, 235, 332, 510)",7
25C13 C409 0784,"(31, 111, 216, 228, 330, 510, 515)",7
25C14 C409 0849,"(31, 111, 216, 228, 330, 510, 515)",7
25C15 C409 0932,"(31, 111, 216, 228, 330, 510, 515)",7
25C17 C409 1082,"(31, 111, 216, 228, 330, 510)",6
25C19 C40901186,"(31, 111, 216, 228, 330, 510, 515)",7
25C20 C409 1186,"(31, 111, 216, 330, 510, 515)",6
25D02 C20200772,"(31, 111, 215, 330, 510, 515)",6
25D06 C201 8459,"(30, 111, 216, 228, 330, 510, 515)",7
25D10 C20300188,"(31, 111, 216, 228, 332, 510)",6
25E07 C30601307,"(215, 310, 330, 510, 515)",5
25E08 C30601040,"(31, 111, 228, 235, 332, 510)",6
25E09 C30500006,"(16, 110, 205, 215, 220, 331, 510)",7
25E12 C302 0030,"(54, 216, 228, 330, 510, 515)",6
25E13 C302 0045,"(54, 216, 228, 330, 510, 515)",6
25E14 C302 0114,"(54, 216, 228, 330, 510, 515)",6
25E15 C30800198,"(215, 310, 330, 510, 515)",5
25E18 C30701106,"(31, 111, 216, 228, 332, 510)",6
25E20 C30701129,"(31, 111, 216, 228, 235, 332, 510)",7
25E21 C310 0157,"(54, 216, 228, 330, 510, 515)",6
25E25 C31001507,"(215, 310, 330, 510, 515)",5
25E27 C31200528,"(31, 111, 216, 228, 235, 332, 510)",7
25E28 C31300489,"(31, 111, 216, 228, 332, 510)",6
