STRUCNUM,Common_EN_List,Number_of_common_elements
510010510000051,"(16, 110, 215, 306, 310, 330, 510, 515)",8
510025510000407,"(38, 215, 220, 306, 310, 330, 510, 515)",8
51B001000000000,"(12, 104, 217, 301, 312, 331)",6
51B002000000000,"(12, 38, 109, 205, 215, 234, 300, 303, 306, 310, 331, 510)",12
51C01 000 00001,"(12, 16, 107, 110, 210, 215, 301, 302, 306, 310, 331, 510, 515)",13
51C02 000 00001,"(16, 110, 155, 205, 215, 306, 330, 510, 515)",9
51C03 000 00001,"(12, 107, 215, 301, 310, 331, 510, 515)",8
51C04 000 00001,"(16, 110, 116, 155, 215, 306, 330, 510, 515)",9
51C05 000 00001,"(31, 111, 217, 306, 310, 330, 332, 510, 515)",9
51C07A000 00001,"(38, 215, 301, 310, 330, 510, 515)",7
51C08 000 00001,"(12, 107, 215, 220, 306, 330, 510, 515)",8
51C12 000 00001,"(38, 217, 310, 330, 510, 515)",6
51C13 000 00001,"(16, 110, 205, 215, 234, 306, 330, 510, 515)",9
51C14 000 00001,"(12, 16, 38, 109, 110, 205, 210, 215, 234, 306, 310, 330, 510, 515)",14
51C15 125400001,"(12, 107, 215, 220, 306, 311, 313, 330, 515)",9
51C21 062300001,"(12, 107, 215, 220, 306, 331, 510, 515)",8
51C33 000 00001,"(16, 110, 205, 215, 234, 301, 306, 331, 510)",9
51C37 000000000,"(15, 109, 215, 301, 302, 331, 510)",7
51C38 000000000,"(38, 215, 301, 310, 331, 510)",6
51T102000000000,"(12, 107, 113, 120, 152, 162, 202, 215, 220, 306, 311, 313, 330, 510, 515)",15
51T104000000000,"(12, 107, 113, 120, 152, 162, 205, 215, 306, 311, 313, 330, 510, 515)",14
520006520000045,"(241, 306, 330, 510, 515)",5
520020520000377,"(12, 104, 215, 306, 310, 330, 510, 515)",8
520604520600010,"(30, 102, 107, 113, 152, 215, 330, 515)",8
5216A 000 00000,"(16, 110, 205, 234, 306, 330, 515)",7
525015525000045,"(31, 111, 215, 235, 306, 330, 510, 515)",8
529005529000193,"(12, 107, 215, 220, 306, 311, 330, 510, 515)",9
530012530000010,"(241, 306, 510)",3
530205530200026,"(16, 110, 215, 306, 331, 510)",6
531101000000000,"(31, 111, 117, 156, 215, 228, 306, 313, 332, 510)",10
531510531500033,"(12, 111, 215, 231, 306, 311, 313, 330, 510, 515)",10
531515531500038,"(12, 113, 120, 152, 162, 205, 215, 234, 302, 306, 311, 313, 330, 515)",14
531520531500053,"(241, 306, 331, 510)",4
53B001000000000,"(38, 215, 226, 306, 310, 330, 331, 510, 515)",9
53B143000000000,"(38, 206, 216, 228, 306, 330, 510, 515)",8
53B144000000000,"(38, 219, 225, 228, 306, 310, 330, 510, 515)",9
53C002000900936,"(38, 215, 226, 234, 306, 310, 330, 510, 515)",9
53C004000400864,"(38, 219, 228, 306, 310, 332, 510)",7
53C006065500013,"(38, 219, 225, 228, 306, 332, 510, 515)",8
53C007065500076,"(38, 216, 219, 228, 306, 310, 332, 510)",8
53C009085200225,"(16, 38, 110, 215, 228, 234, 306, 330, 510, 515)",10
53C010085500081,"(38, 216, 228, 306, 332, 510)",6
53C011084600062,"(38, 215, 306, 310, 330, 510, 515)",7
53C012075700290,"(16, 110, 205, 215, 234, 306, 331, 510)",8
53C014000600372,"(38, 219, 228, 231, 306, 310, 331, 510)",8
53C015860500043,"(38, 219, 228, 231, 306, 332, 510, 515)",8
53C019000700431,"(38, 215, 306, 330, 510, 515)",6
53C020002000570,"(12, 109, 205, 215, 220, 228, 234, 306, 310, 330, 510)",11
53C023066700252,"(16, 105, 210, 215, 302, 310, 331, 510)",8
53C024000300025,"(38, 219, 225, 228, 231, 306, 310, 332, 510, 515)",10
53C025000300693,"(241,)",1
53C026000100165,"(31, 111, 216, 225, 228, 231, 235, 306, 332, 510)",10
53C027000100495,"(38, 215, 226, 234, 306, 330, 510, 515)",8
53C028000100551,"(38, 215, 306, 310, 330, 510, 515)",7
53C030001800179,"(38, 216, 228, 231, 306, 332, 510)",7
53C031001700010,"(38, 219, 225, 228, 306, 332, 510)",7
53C040065100144,"(38, 219, 225, 228, 231, 306, 310, 330, 510, 515)",10
53C041851500311,"(38, 215, 226, 234, 306, 310, 330, 515)",8
53C042001500750,"(38, 215, 226, 234, 306, 331, 510)",7
53C043001500760,"(12, 109, 205, 215, 234, 306, 310, 330, 510)",9
53C050063500091,"(38, 219, 228, 231, 306, 332, 510)",7
53C054065300130,"(38, 206, 216, 219, 228, 231, 306, 332, 510)",9
53C056651300015,"(38, 219, 225, 228, 231, 306, 310, 332, 510, 515)",10
53C057651300327,"(38, 219, 228, 231, 306, 310, 332, 510)",8
53C063076600010,"(31, 111, 117, 120, 152, 162, 202, 205, 219, 220, 225, 228, 231, 311, 313, 332, 515)",17
53C064661100182,"(38, 210, 216, 220, 228, 306, 332, 510)",8
53C066661100415,"(38, 219, 225, 228, 306, 332, 510)",7
53C067661400104,"(38, 219, 225, 228, 332)",5
53C071067400001,"(16, 110, 205, 215, 234, 306, 331, 510)",8
53C072670400053,"(38, 219, 225, 306, 310, 330, 510, 515)",8
53C073670400116,"(38, 219, 225, 306, 310, 330, 510, 515)",8
53C074067400200,"(38, 216, 228, 306, 332, 510)",6
53C082741400005,"(16, 110, 205, 215, 220, 306, 331, 510)",8
53C084750200459,"(31, 111, 216, 225, 231, 235, 306, 330, 510, 515)",10
53C086750900008,"(240, 515)",2
53C087075900081,"(38, 219, 225, 310, 330, 510, 515)",7
53C088075900105,"(38, 219, 225, 310, 330, 510, 515)",7
53C089751900065,"(12, 38, 113, 120, 152, 162, 215, 219, 225, 228, 234, 306, 310, 311, 313, 330, 510, 515)",18
53C096000000000,"(240, 515)",2
53C099084900097,"(38, 219, 225, 228, 231, 306, 310, 332, 510, 515)",10
53C104851000171,"(38, 219, 228, 306, 310, 330, 510, 515)",8
53C107859900222,"(38, 110, 210, 215, 306, 331, 510)",7
53C109086400223,"(12, 109, 210, 215, 306, 310, 330, 510, 515)",9
53C116095700083,"(38, 219, 225, 228, 231, 306, 310, 332, 510, 515)",10
53C120959900054,"(16, 38, 110, 215, 220, 306, 330, 510, 515)",9
53C122959900443,"(16, 38, 110, 120, 152, 162, 205, 215, 234, 306, 311, 312, 313, 330, 331, 515)",16
53C123959900485,"(31, 111, 205, 216, 231, 235, 306, 330, 510, 515)",10
53C125A96300678,"(38, 215, 306, 330, 510, 515)",6
53C126A96300702,"(38, 215, 306, 330, 510, 515)",6
53C127096300726,"(38, 215, 306, 330, 510, 515)",6
53C128960600212,"(240, 515)",2
53C129096600318,"(240, 515)",2
53C130096600411,"(240, 515)",2
53C140107200074,"(12, 113, 120, 152, 162, 215, 306, 310, 313, 330, 515)",11
53C141066100240,"(38, 219, 228, 310, 332)",5
555010555000020,"(241, 306, 330, 510, 515)",5
555020555000209,"(31, 111, 215, 220, 306, 311, 330, 510, 515)",9
558391062500125,"(16, 110, 205, 215, 234, 306, 331, 510)",8
558812003302050,"(16, 110, 205, 215, 306, 331, 510)",7
55C002062500506,"(16, 38, 110, 215, 306, 330, 510, 515)",8
55C010052800220,"(38, 210, 217, 331, 510)",5
55C011064400001,"(38, 215, 306, 331, 510)",5
55C012002500370,"(38, 210, 217, 220, 331, 510)",6
55C013062800050,"(38, 210, 215, 306, 331, 510)",6
57C01 563 01028,"(38, 215, 228, 234, 306, 330, 510, 515)",8
57C10 504 00270,"(38, 215, 228, 234, 306, 330, 510, 515)",8
57C12 564 00001,"(38, 215, 228, 234, 306, 310, 330, 510, 515)",9
57C14 511 00030,"(31, 111, 215, 228, 235, 304, 306, 332, 510)",9
57C15 511 00010,"(30, 107, 215, 302, 310, 330, 510, 515)",8
57C17 564 00045,"(38, 215, 220, 306, 330, 510, 515)",7
57C18 586 00020,"(38, 215, 306, 330, 515)",5
57C19A772 00040,"(38, 215, 225, 306, 310, 330, 510, 515)",8
57C22 708 00090,"(31, 111, 215, 228, 235, 306, 330, 510, 515)",9
57C23 704 00001,"(15, 38, 109, 210, 215, 226, 234, 306, 310, 331, 510)",11
57C32 749 00140,"(38, 219, 225, 306, 310, 330, 510, 515)",8
57C36 698 00045,"(31, 102, 107, 113, 152, 156, 219, 225, 310, 332, 515)",11
57C37 772 00115,"(38, 215, 225, 310, 330, 510, 515)",7
57C41 741 00225,"(38, 215, 306, 310, 330, 510, 515)",7
57C47 866 00005,"(31, 111, 215, 220, 306, 311, 332, 510)",8
57C51 875 00005,"(31, 111, 215, 228, 234, 235, 306, 330, 510, 515)",10
57C53A955 00010,"(38, 215, 220, 306, 310, 330, 510, 515)",8
57C58 865 00001,"(38, 219, 225, 310, 330, 515)",6
57C59 563 00005,"(38, 210, 215, 220, 225, 228, 304, 310, 330, 515)",10
57C60 700 00060,"(16, 110, 210, 215, 305, 306, 311, 331, 510)",9
57C62 871 00038,"(38, 215, 220, 306, 310, 330, 510, 515)",8
57C64 665 02050,"(38, 215, 306, 310, 330, 510, 515)",7
57C65 741 00138,"(38, 215, 225, 306, 310, 330, 510, 515)",8
57C66 553 00013,"(38, 215, 228, 331)",4
57C67 554 00015,"(38, 215, 228, 310, 331)",5
57C68 317300030,"(38, 215, 228, 331)",4
57C69 317600020,"(38, 215, 228, 331)",4
57C77 864 00181,"(16, 109, 215, 310, 330, 515)",6
57C78 871 00300,"(38, 215, 306, 310, 330, 510, 515)",7
57C79 000000010,"(38, 215, 306, 310, 330, 510, 515)",7
57C80 664 00060,"(38, 219, 225, 310, 331)",5
57C81 000000002,"(12, 109, 215, 220, 306, 310, 330, 515)",8
57C82A309400028,"(30, 102, 113, 152, 215, 332, 515)",7
580020580000250,"(241, 306, 330, 510, 515)",5
582035582000746,"(31, 111, 215, 220, 306, 330, 510, 515)",8
582045582000845,"(16, 109, 215, 306, 310, 330, 510, 515)",8
584015584000319,"(12, 107, 210, 215, 220, 306, 311, 312, 330, 510, 515, 521)",12
584030584000464,"(38, 215, 306, 310, 330, 510, 515)",7
585030585000196,"(38, 215, 306, 310, 330, 510, 515)",7
59C002130700241,"(30, 107, 215, 220, 304, 306, 330, 510, 515)",9
59C005135001970,"(15, 104, 215, 306, 310, 330, 510, 515)",8
59C006130800011,"(12, 107, 215, 304, 330, 515)",6
59C011142500427,"(30, 107, 202, 219, 220, 304, 330, 510, 515)",9
59C012142500694,"(31, 111, 206, 216, 330, 515)",6
59C013142501253,"(31, 111, 215, 304)",4
59C015105000909,"(38, 215, 306, 310, 330, 510, 515)",7
59C017138600001,"(38, 205, 215, 234, 331)",5
59C025105200345,"(38, 215, 310, 330, 510, 515)",6
59C028105000876,"(38, 205, 210, 215, 306, 330, 510, 515)",8
59C034105001067,"(30, 107, 215, 306, 311, 313, 330, 510, 515)",9
59C052345500032,"(38, 215, 306, 310, 330, 510, 515)",7
59C053345500089,"(38, 215, 306, 330, 510, 515)",6
59C054131100041,"(16, 110, 155, 205, 215, 220, 306, 311, 331, 510)",10
59C064137500340,"(38, 215, 220, 306, 331, 510)",6
59C065140500361,"(30, 107, 215, 219, 220, 306, 330, 510, 515)",9
59C069130100041,"(30, 107, 113, 152, 202, 205, 215, 220, 225, 234, 304, 306, 311, 313, 330, 510, 515)",17
59C071130100130,"(30, 107, 215, 220, 304, 330, 510, 515)",8
59C074137400033,"(30, 107, 215, 304, 330, 510, 515)",7
59C075137600025,"(31, 107, 215, 220, 311, 313, 330, 510, 515)",9
59C099136200003,"(12, 113, 120, 152, 162, 215, 220, 304, 311, 313, 330, 515)",12
59C1121425 2273,"(30, 107, 215, 306, 311, 313, 330, 510, 515)",9
59C115098300979,"(30, 107, 215, 219, 330, 510, 515)",7
59C132100001949,"(31, 111, 215, 306, 330, 510, 515)",7
59C147085002481,"(30, 107, 215, 306, 311, 313, 330, 510, 515)",9
59C148088300004,"(30, 107, 215, 304, 313, 330, 510, 515)",8
59C153089400397,"(30, 107, 215, 304, 311, 313, 330, 510, 515)",9
59C155087500001,"(30, 107, 219, 225, 306, 330, 510, 515)",8
59C156089600072,"(30, 107, 215, 304, 311, 313, 330, 510, 515)",9
59C159089400245,"(30, 107, 152, 215, 304, 311, 313, 330, 510, 515)",10
59C161089400299,"(30, 107, 152, 215, 304, 313, 330, 510, 515)",9
59C164071900087,"(31, 111, 206, 216)",4
59C190100000686,"(15, 16, 104, 215, 306, 310, 330, 510, 515)",9
59C192100000820,"(30, 107, 215, 219, 306, 330, 510, 515)",8
59C193117500405,"(30, 107, 215, 225, 306, 311, 313, 330, 510, 515)",10
59C194117500452,"(30, 107, 215, 306, 313, 330, 510, 515)",8
59C195118100001,"(30, 107, 215, 306, 311, 313, 330, 510, 515)",9
59C197120000700,"(30, 107, 215, 306, 311, 313, 330, 510, 515)",9
59C198121700022,"(31, 111, 210, 215, 216, 235, 510)",7
59C204116800000,"(38, 215, 306, 310, 330, 510, 515)",7
59C208118600121,"(30, 107, 215, 306, 330, 510, 515)",7
59C215133200014,"(38, 210, 215, 306, 310, 330, 510, 515)",8
59C217133100012,"(38, 215, 306, 310, 330, 510, 515)",7
59C223120100135,"(30, 107, 215, 219, 306, 330, 510, 515)",8
59C224120100050,"(30, 107, 215, 219, 225, 306, 330, 510, 515)",9
59C225109000014,"(38, 215, 306, 310, 330, 510, 515)",7
59C227121900024,"(30, 107, 215, 306, 311, 313, 330, 510, 515)",9
59C231121100025,"(31, 111, 215, 216, 330, 515)",6
59C233120300148,"(30, 107, 215, 306, 330, 510, 515)",7
59C238120800215,"(38, 215, 306, 310, 330, 510, 515)",7
59C2431258 0461,"(241, 331, 510)",3
59C270122500064,"(38, 215, 306, 310, 330, 510, 515)",7
59C279127500087,"(38, 215, 306, 310, 330, 510, 515)",7
59C285100000144,"(30, 107, 215, 306, 330, 510, 515)",7
59C291120000367,"(12, 109, 210, 215, 225, 302, 306, 310, 331, 515)",10
59C292127500430,"(16, 38, 110, 215, 220, 306, 330, 510, 515)",9
59C304132500127,"(38, 219, 225, 306, 310, 330, 510, 515)",8
59C305132500088,"(38, 219, 225, 306, 310, 330, 510, 515)",8
59C306132500068,"(38, 219, 225, 306, 310, 330, 510, 515)",8
59C307132700225,"(31, 111, 206, 216, 510)",5
59C320134700171,"(30, 107, 215, 306, 311, 313, 330, 510, 515)",9
59C326134300045,"(31, 111, 206, 216, 330, 510, 515)",7
59C327133700160,"(31, 111, 205, 216, 220, 235, 510)",7
59C350092500689,"(12, 38, 109, 210, 215, 302, 311, 313, 330, 515)",10
59C356097300259,"(38, 120, 152, 162, 205, 215, 306, 313, 330, 510, 515)",11
59C359097300435,"(241,)",1
59C386082500638,"(30, 107, 219, 225, 306, 330, 510, 515)",8
59C389073700023,"(30, 107, 215, 306, 311, 313, 330, 510, 515)",9
59C395067500032,"(30, 107, 202, 215, 219, 330, 510, 515)",8
59C398067500119,"(30, 107, 215, 219, 306, 330, 510, 515)",8
59C401067500220,"(31, 111, 215, 216, 220, 235, 510)",7
59C408067500465,"(38, 215, 220, 306, 330, 510, 515)",7
59C414068800274,"(30, 107, 215, 219, 220, 306, 311, 330, 510, 515)",10
59C421062100005,"(31, 117, 120, 152, 162, 215, 311, 313, 330, 515)",10
59C425052500035,"(16, 38, 104, 210, 215, 306, 310, 330, 510)",9
59C428061300015,"(16, 109, 205, 215, 234, 302, 306, 310, 330, 510, 515)",11
59C430062600205,"(31, 107, 215, 330, 510, 515)",6
59C433052500304,"(12, 109, 215, 220, 302, 310, 330, 510)",8
59C435061000490,"(38, 215, 306, 310, 330, 510, 515)",7
59C437060000425,"(31, 111, 216, 228, 306, 330, 510, 515)",8
59C440056400020,"(38, 107, 152, 205, 215, 220, 225, 234, 304, 311, 313, 330, 510, 515)",14
59C446055000291,"(38, 215, 306, 310, 330, 510, 515)",7
59C455057500002,"(12, 107, 161, 205, 215, 220, 234, 306, 311, 313, 331, 510, 515)",13
59C456 550 0500,"(30, 107, 215, 306, 330, 510, 515)",7
59C458052500743,"(16, 104, 215, 306, 310, 330, 510, 515)",8
59C488563 00148,"(30, 107, 215, 225, 306, 330, 510, 515)",8
59C502581 00193,"(30, 107, 202, 215, 219, 220, 311, 330, 510, 515)",10
59C503581 00035,"(30, 107, 202, 219, 220, 330, 510, 515)",8
59C528070700078,"(30, 107, 215, 220, 311, 313, 330, 510, 515)",9
59C532070400036,"(30, 107, 215, 219, 225, 306, 330, 510, 515)",9
59C534069700321,"(30, 107, 215, 311, 313, 330, 510, 515)",8
59C537110000452,"(15, 109, 215, 306, 310, 330, 515)",7
59C539064700497,"(30, 107, 215, 330, 510, 515)",6
59C547067600515,"(30, 107, 217, 220, 330, 510, 515)",7
59C549072500027,"(30, 107, 215, 306, 311, 313, 330, 510, 515)",9
59C552073100041,"(30, 107, 215, 219, 306, 330, 510, 515)",8
59C562073100003,"(243,)",1
59C563084400032,"(30, 107, 215, 219, 225, 306, 311, 313, 330, 510, 515)",11
59C565084400147,"(30, 107, 219, 225, 330, 510, 515)",7
59C568082500383,"(16, 110, 210, 215, 220, 306, 331, 510)",8
59C569085000024,"(30, 107, 219, 225, 306, 330, 510, 515)",8
59C590085400240,"(30, 107, 215, 304, 311, 313, 330, 510, 515)",9
59C592085000240,"(30, 107, 215, 219, 225, 330, 510, 515)",8
59C607085000004,"(220, 240, 515)",3
59C626080600003,"(30, 107, 215, 220, 306, 311, 313, 330, 510, 515)",10
59C642100001643,"(31, 111, 215, 306, 330, 510, 515)",7
59C646147500027,"(12, 109, 205, 215, 234, 310, 331)",7
59C647147500066,"(12, 109, 215, 310, 331)",5
59C656147200048,"(38, 54, 215, 332)",4
59C660147700025,"(30, 107, 215, 311, 313, 330, 510, 515)",8
59C662147700006,"(31, 117, 120, 152, 162, 215, 220, 313, 510, 515)",10
59C673144700791,"(30, 107, 219, 225, 330, 510, 515)",7
59C685097400170,"(31, 111, 215, 332, 510)",5
59C705130000221,"(16, 110, 215, 306, 331, 510)",6
59C706130000296,"(16, 110, 215, 306, 331, 510)",6
59C707080000177,"(38, 219, 225, 306, 310, 330, 510, 515)",8
59C708130000379,"(16, 110, 215, 306, 331, 510)",6
59C709080000064,"(30, 107, 215, 306, 311, 313, 330, 510, 515)",9
59C712080000004,"(30, 107, 215, 306, 311, 313, 330, 510, 515)",9
59C721130000494,"(16, 110, 215, 306, 331, 510)",6
59C725090001880,"(30, 107, 215, 306, 311, 313, 330, 510, 515)",9
59C736135001436,"(30, 107, 215, 219, 304, 330, 510, 515)",8
59C743140000810,"(30, 107, 219, 225, 306, 313, 330, 510, 515)",9
59C751130000592,"(16, 110, 215, 306, 330, 331, 510, 515)",8
59C752130000514,"(16, 110, 215, 306, 331, 510)",6
59C77 107501093,"(30, 107, 215, 220, 304, 306, 311, 313, 330, 510, 515)",11
59C782144500005,"(30, 107, 219, 225, 306, 330, 510, 515)",8
59C901000000002,"(12, 16, 38, 110, 205, 215, 220, 306, 510)",9
59C902000000002,"(31, 107, 215, 220, 306, 311, 330, 510, 515)",9
61074 000 00070,"(31, 107, 215, 220, 333, 510, 515)",7
61075 000 00008,"(38, 215, 306, 310, 330, 510, 515)",7
61C06 018 00061,"(30, 107, 215, 217, 330, 510, 515)",7
61C16 049 01000,"(28, 113, 120, 152, 161, 210, 215, 304, 311, 313, 330, 515)",12
61C23 054 00350,"(30, 107, 202, 219, 330, 510, 515)",7
61C39 141 00030,"(16, 110, 205, 331)",4
61C40 148 00015,"(31, 107, 215, 216, 331, 510, 515)",7
61C42 081 00010,"(31, 117, 120, 152, 162, 205, 219, 311, 330, 510, 515)",11
61C43    000000,"(38, 210, 215, 220, 306, 330, 515)",7
61C44 000000000,"(30, 107, 202, 219, 330, 510, 515)",7
61C45 000000000,"(30, 107, 202, 219, 330, 510, 515)",7
61C46 000000000,"(30, 107, 202, 219, 330, 510, 515)",7
62002 000 00082,"(16, 110, 205, 215, 234, 306, 311, 313, 331, 510)",10
63B011000000000,"(30, 107, 152, 205, 306, 311, 313, 330, 510, 515)",10
63B012000000000,"(12, 144, 215, 331, 510)",5
63B013000000000,"(31, 111, 215, 225, 306, 332)",6
63B015000000000,"(30, 107, 152, 215, 306, 313, 330, 510, 515)",9
63B016000000000,"(12, 144, 215, 331)",4
63C04 507 00351,"(30, 107, 152, 215, 313, 330, 510, 515)",8
63C05 507 00381,"(30, 107, 215, 220, 313, 330, 510, 515)",8
63C09 514 00109,"(38, 215, 310, 330, 510, 515)",6
63C129805 00295,"(31, 111, 216, 219, 330, 510, 515)",7
63C14 515 00533,"(30, 107, 152, 215, 313, 330, 510, 515)",8
63C23 055100851,"(30, 113, 120, 152, 162, 215, 306, 311, 313, 330, 510, 515)",12
63C24A553 00309,"(16, 109, 215, 306, 330, 510, 515)",7
63C28 568 00079,"(30, 107, 215, 220, 306, 313, 330, 510, 515)",9
63C29 568 00199,"(30, 107, 215, 220, 313, 330, 510, 515)",8
63C34 570 00192,"(30, 107, 210, 215, 220, 313, 330, 510, 515)",9
63C37 572 00205,"(30, 107, 215, 225, 306, 330, 510, 515)",8
63C72 000X00062,"(30, 107, 152, 215, 313, 330, 510, 515)",8
63C78 727 01841,"(30, 107, 152, 215, 311, 313, 330, 510, 515)",9
63C89 772 00032,"(241, 510)",2
63C90 772 00122,"(241, 510)",2
65C01 004 00639,"(38, 215, 306, 310, 330, 510, 515)",7
65C04 000 00291,"(16, 110, 205, 215, 220, 234, 306, 331, 510)",9
65C05 010 00834,"(38, 213, 217, 306, 331, 334, 510)",7
65C16 019 00349,"(31, 111, 205, 215, 234, 306, 313, 330, 510, 515)",10
65C17 103 00002,"(31, 111, 210, 215, 216, 217, 235, 306, 330, 510, 515)",11
65C23 000 00940,"(31, 111, 215, 217, 306, 330, 510, 515)",8
65C25 000 00229,"(30, 111, 205, 210, 215, 216, 235, 306, 330, 510, 515)",11
65C30A129 00005,"(38, 215, 306, 310, 330, 510, 515)",7
65C33 000 00180,"(38, 213, 215, 217, 220, 306, 310, 330, 510, 515)",10
65C34 142 00661,"(16, 110, 215, 330, 515)",5
65C37 156 00059,"(31, 107, 215, 306, 330, 510, 515)",7
65C38 159 00421,"(54, 215, 306, 330, 510, 515)",6
65C40 161 00806,"(38, 215, 330, 515)",4
65C42A181 00144,"(38, 215, 306, 310, 330, 510, 515)",7
65C48 183 00237,"(31, 111, 215, 306, 330, 510, 515)",7
65C50 213 00262,"(31, 107, 111, 215, 220, 306, 310, 313, 330, 510, 515)",11
65C57 308 00008,"(31, 107, 217, 225, 231, 306, 313, 330, 510, 515)",10
65C58 308 00037,"(31, 111, 205, 215, 216, 220, 306, 330, 510, 515)",10
65C59 308 00388,"(31, 111, 215, 217, 220, 330, 510, 515)",8
65C61 403 00248,"(31, 111, 215, 330, 510, 515)",6
65C62 403000458,"(12, 31, 111, 215, 220, 330, 515)",7
65C63 407000030,"(16, 110, 210, 215, 331, 510)",6
65C69 011300286,"(38, 215, 217, 220, 234, 330, 515)",7
65C73 213 00053,"(38, 215, 306, 310, 330, 510, 515)",7
65C74 415 00009,"(31, 111, 215, 220, 306, 330, 510, 515)",8
671202200100000,"(31, 111, 216, 225, 228, 306, 330, 332, 510, 515)",10
671203186200000,"(31, 111, 216, 225, 228, 231, 235, 306, 330, 510, 515)",11
671204129100310,"(38, 215, 225, 234, 306, 330, 510, 515)",8
671206126500020,"(31, 111, 216, 225, 228, 235, 306, 330, 510, 515)",10
671211021000420,"(38, 215, 225, 226, 234, 301, 306, 330, 510, 515)",10
671217126200380,"(12, 109, 215, 226, 234, 306, 310, 331, 510)",9
671218110500000,"(38, 215, 225, 306, 330, 510, 515)",7
671219109900000,"(38, 215, 225, 306, 330, 510, 515)",7
671220129900000,"(31, 111, 216, 228, 235, 330, 510, 515)",8
671225177600000,"(38, 215, 225, 234, 306, 330, 510, 515)",8
671227103000060,"(38, 215, 225, 306, 310, 330, 510, 515)",8
671228104400350,"(31, 111, 216, 228, 235, 306, 330, 510, 515)",9
671229014400280,"(243,)",1
671232096300090,"(31, 111, 216, 225, 228, 231, 235, 306, 330, 510, 515)",11
671237102900040,"(31, 111, 216, 228, 235, 306, 330, 510, 515)",9
671238000902350,"(38, 215, 225, 306, 310, 330, 332, 510, 515)",9
671239099100030,"(31, 111, 216, 219, 225, 228, 231, 306, 330, 510, 515)",11
671246A67800154,"(38, 215, 226, 234, 306, 310, 330, 331, 510, 515)",10
671249062400150,"(38, 215, 226, 234, 306, 310, 330, 510, 515)",9
671250039800030,"(38, 215, 306, 310, 330, 510, 515)",7
671256062900060,"(38, 215, 225, 234, 301, 306, 310, 330, 510, 515)",10
671258033500050,"(15, 104, 215, 225, 301, 310, 330, 510, 515)",9
671264064100510,"(38, 215, 225, 234, 306, 310, 330, 510, 515)",9
671269002902058,"(31, 111, 216, 225, 228, 235, 306, 330, 510, 515)",10
671273017100181,"(31, 111, 215, 220, 330, 510, 515)",7
671277059300020,"(38, 205, 215, 234, 301, 330, 510, 515)",8
671279061300010,"(38, 205, 215, 225, 234, 306, 310, 330, 510, 515)",10
671280001000450,"(16, 110, 155, 205, 215, 306, 331, 510)",8
671284015900140,"(31, 111, 216, 225, 228, 231, 235, 306, 330, 510, 515)",11
671287006400150,"(38, 219, 225, 306, 310, 330, 510, 515)",8
